i00347.tex: 
i01020.tex: 
i02709.tex: 
i04518.tex: 
i04519.tex: 
i04525.tex: 
i02249.tex: Alarm, annunciator: digital circuit 
i04644.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (laws of probability)
i04643.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (mathematical probability)
i04645.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (practical measures of reliability)
i04650.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (SIL)
i04648.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (SIS controllers)
i04649.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (SIS final control elements)
i04647.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (SIS sensors)
i04517.tex: Reading assignment: Lessons In Industrial Instrumentation, Programmable Logic Controllers (contact and coil programming)
i04526.tex: Reading assignment: Lessons In Industrial Instrumentation, Programmable Logic Controllers (HMIs)
i00460.tex: Reading assignment: Lessons In Industrial Instrumentation, Programmable Logic Controllers (intro, PLC examples)
i04516.tex: Reading assignment: Lessons In Industrial Instrumentation, Programmable Logic Controllers (relating I/O status to virtual elements)
i04529.tex: Reading assignment: Lessons In Industrial Instrumentation, Programmable Logic Controllers (sequencers)
i04503.tex: Reading assignment: Lessons In Industrial Instrumentation, proximity switches
i04500.tex: Reading assignment: Lessons In Industrial Instrumentation, Relay Control Systems
i04416.tex: Reading assignment: Lessons In Industrial Instrumentation, RS-232 networks
i04417.tex: Reading assignment: Lessons In Industrial Instrumentation, RS-422 and RS-485 networks
i03969.tex: Reading assignment: Lessons In Industrial Instrumentation, Signal Characterization (liquid volume measurement)
i03023.tex: Reading assignment: Lessons In Industrial Instrumentation, single-line electrical diagrams
i04625.tex: Reading assignment: Lessons In Industrial Instrumentation, SIS example (burner management systems)
i04627.tex: Reading assignment: Lessons In Industrial Instrumentation, SIS example (nuclear reactor scram controls)
i04626.tex: Reading assignment: Lessons In Industrial Instrumentation, SIS example (water treatment oxygen purge system)
i04194.tex: Reading assignment: Lessons In Industrial Instrumentation, Solenoid Valves (3-way solenoid valves and symbols)
i04195.tex: Reading assignment: Lessons In Industrial Instrumentation, Solenoid Valves (4-way solenoid valves and symbols)
i04193.tex: Reading assignment: Lessons In Industrial Instrumentation, Solenoid Valves (intro)
i04141.tex: Reading assignment: Lessons In Industrial Instrumentation, Solenoid Valves (normal energization states)
i04208.tex: Reading assignment: Lessons In Industrial Instrumentation, split-ranging (complementary)
i04220.tex: Reading assignment: Lessons In Industrial Instrumentation, split-ranging (exclusive)
i04209.tex: Reading assignment: Lessons In Industrial Instrumentation, split-ranging (implementations)
i04221.tex: Reading assignment: Lessons In Industrial Instrumentation, split-ranging (progressive)
i04501.tex: Reading assignment: Lessons In Industrial Instrumentation, switch contact status
i04006.tex: Reading assignment: Lessons In Industrial Instrumentation, Temperature Calibration Standards
i04007.tex: Reading assignment: Lessons In Industrial Instrumentation, Temperature Sensor Accessories
i04004.tex: Reading assignment: Lessons In Industrial Instrumentation, Temperature Switches
i03025.tex: Reading assignment: Lessons In Industrial Instrumentation, transformer polarity
i04207.tex: Reading assignment: Lessons In Industrial Instrumentation, valve positioners
i01363.tex: Reading assignment: Lessons In Industrial Instrumentation, valve positioners (force-balance pneumatic)
i01364.tex: Reading assignment: Lessons In Industrial Instrumentation, valve positioners (motion-balance pneumatic)
i03631.tex: Reading assignment: Lessons In Industrial Instrumentation, WirelessHART (device commissioning and configuration)
i00537.tex: Reading assignment: Lessons In Industrial Instrumentation, WirelessHART (introduction)
i00503.tex: Reading assignment: Lessons In Industrial Instrumentation, WirelessHART (network gateway device)
i00588.tex: Reading assignment: Lessons In Industrial Instrumentation, Wireless instrumentation (antenna gain and ERP)
i00547.tex: Reading assignment: Lessons In Industrial Instrumentation, Wireless instrumentation (RF link budget)
i01464.tex: Reading assignment: Limitorque L120 electric valve actuator manual
i02339.tex: Reading assignment: Limitorque L120 electric valve actuator manual
i04223.tex: Reading assignment: Limitorque L120 electric valve actuator manual
i04224.tex: Reading assignment: Limitorque L120 electric valve actuator manual
i00419.tex: Reading assignment: Michael Brown Case History #116, "Poor Control Strategy: Minimum Flow Control"
i01665.tex: Reading assignment: Michael Brown Case History #27, "Interesting problems in a cascade level loop"
i01573.tex: Reading assignment: Michael Brown Case History #29, "Scan rate problem in a DCS on a fast loop"
i01549.tex: Reading assignment: Michael Brown Case History #46, "Analysis uncovers control problems in a process plant"
i01790.tex: Reading assignment: Michael Brown Case History #50, "Sometimes you have to use a filter"
i01793.tex: Reading assignment: Michael Brown Case History #51, "Faulty positioner causes instability"
i02329.tex: Reading assignment: Michael Brown Case History #52, "Dynamics can suddenly change in a control loop"
i01673.tex: Reading assignment: Michael Brown Case History #53, "Another valve with weird characteristics"
i01674.tex: Reading assignment: Michael Brown Case History #59, "The regulatory controls in most plants do not work properly"
i01426.tex: Reading assignment: Michael Brown Case History #60, "Do mines have particularly bad control problems?"
i01565.tex: Reading assignment: Michael Brown Case History #61, "The case of the mysterious cycle on a paper machine"
i01697.tex: Reading assignment: Michael Brown Case History #63, "Problems on a plant with no positioners on valves"
i01659.tex: Reading assignment: Michael Brown Case History #66, "A depressing day in the plant with no miracles"
i01572.tex: Reading assignment: Michael Brown Case History #67, "Problems encountered in level controls"
i01597.tex: Reading assignment: Michael Brown Case History #68, "Control mayhem on a mine"
i01819.tex: Reading assignment: Michael Brown Case History #70, "Flow loops behaving badly"
i01550.tex: Reading assignment: Michael Brown Case History #71, "The amazing problem free plant"
i03260.tex: Reading assignment: Michael Brown Case History #79, "Are smart positioners the answer to all valve problems?"
i00351.tex: Reading assignment: Michael Brown Case History #82, "Problems in a Canadian plant"
i01717.tex: Reading assignment: Michael Brown Case History #87, "Problems beyond belief!"
i03080.tex: Reading assignment: Michael Brown Case History #90, "Tuning is also important"
i01541.tex: Reading assignment: Michael Brown Case History #92, "The controller has gone out of tune!"
i01825.tex: Reading assignment: Michael Brown Loop Problem Signature #16, "The full PID controller and response to setpoint or load changes"
i01670.tex: Reading assignment: Michael Brown Loop Problem Signature #17, "Cascade control"
i03593.tex: Reading assignment: Michael Brown Loop Problem Signature #3, "Process dynamics -- process gain"
i04008.tex: Reading assignment: Moore Industries datasheet for ``The WORM'' flexible sensor
i04016.tex: Reading assignment: Moore Products service manual for model 33 ``Nullmatic'' pneumatic temperature transmitter
i02162.tex: Reading assignment: National Instruments E-Series DAQ user manual
i04095.tex: Reading assignment: NIOSH Chemical Hazard Guide (carbon dioxide)
i04096.tex: Reading assignment: NIOSH Chemical Hazard Guide (carbon monoxide)
i04094.tex: Reading assignment: NIOSH Chemical Hazard Guide (hydrogen sulfide)
i04138.tex: Reading assignment: NIOSH Chemical Hazard Guide (sodium hydroxide)
i03898.tex: Reading assignment: NTSB Pipeline Accident Report, Pipeline Rupture and Subsequent Fire in Bellingham
i04240.tex: Reading assignment: NTSB Pipeline Accident Report, Pipeline Rupture and Subsequent Fire in Bellingham
i00785.tex: Reading assignment: NTSB report on the 1996 diesel pipeline rupture in Murfreesboro, Tennessee
i03968.tex: Reading assignment: NTSB report on the 2003 Conoco-Phillips Glenpool Oklahoma storage tank explosion and fire
i00277.tex: Reading assignment: NTSB Report, SCADA in Liquid Pipelines
i01241.tex: Reading assignment: Pepperl+Fuchs Engineer's Guide (intrinsic safety)
i01249.tex: Reading assignment: Power System Automation (Schweitzer Engineering Labs)
i04554.tex: Reading assignment: ROC 800 control system brochure
i02991.tex: Reading assignment: Rockwell Bulletin 150 SMC-Flex motor controller
i03923.tex: Reading assignment: Rosemount 1199 Fill Fluid specifications manual
i04045.tex: Reading assignment: Rosemount 3095MV multivariable transmitter Reference manual
i00352.tex: Reading assignment: Rosemount 648 WirelessHART temperature transmitter reference manual
i04578.tex: Reading assignment: Rosemount 848T FF temperature transmitter reference manual
i04066.tex: Reading assignment: Rosemount 8700 magflow tube Reference manual
i04063.tex: Reading assignment: Rosemount 8800 vortex flow transmitter Reference manual
i04010.tex: Reading assignment: Rosemount datasheet for high-temperature thermocouples and thermowells
i04165.tex: Reading assignment: Rosemount datasheet for ``NGA 2000'' CEMS analyzer
i04577.tex: Reading assignment: Rosemount FF Function Blocks guide
i04076.tex: Reading assignment: Rosemount Micro Motion ``ELITE'' Coriolis mass/density flow transmitter datasheet
i04145.tex: Reading assignment: Rosemount model 389 pH/ORP probe Reference manual
i04146.tex: Reading assignment: Rosemount model 389 pH/ORP probe Reference manual
i00928.tex: Reading assignment: Rosemount model 5300 guided-wave radar transmitter manual
i04046.tex: Reading assignment: Rosemount orifice plates manual
i03915.tex: Reading assignment: Rosemount pressure transmitter data sheet
i00577.tex: Reading assignment: Rosemount THUM wireless adapter
i00336.tex: Reading assignment: scientific paper on cavitation in water
i02743.tex: Reading assignment: SEL fiber-optic products and applications
i00824.tex: Reading assignment: SEL model 387A current differential protective relay
i00823.tex: Reading assignment: SEL model 387L line current differential protective relay
i01202.tex: Reading assignment: SEL model 551 overcurrent protective relay
i00825.tex: Reading assignment: SEL model RS rotary hand switch
i03089.tex: Reading assignment: SEL whitepaper on protective relay system commissioning
i00716.tex: Reading assignment: Siemens model 353 controller application note (Ethernet peer-to-peer communication)
